"solution","generations"
1,5615
2,5615
3,5615
4,5615
5,64670
6,64670
7,64670
8,64670
9,217480
10,217480
11,217480
12,217480
13,509479
14,509479
15,509479
16,509479
17,510445
18,510445
19,510445
20,510445
